개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
파주스타디움 축구장,파주스타디움,다목적경기장,둘째 주 월,07:00,22:00,07:00,22:00,Y,3,평일(주간):300000원+평일(야간):500000원+토공휴일(주간):500000+토공휴일,0,0,,158101,천연잔디구장1면+육상트랙,유선신청,,경기도 파주시 중앙로160,경기도 파주시 금릉동 186-5,경기도 파주시청,체육과,031-940-5241,http://www.paju.go.kr/,37.75612433,126.786478,2023-05-02,4060000,경기도 파주시
파주스타디움 보조경기장,파주스타디움,기타,둘째 주 월,07:00,22:00,07:00,22:00,Y,3,평일(주간):60000원+평일(야간):80000원+토공휴일(주간):75000원+토공휴일(야,0,0,300,35607,인조잔디구장1면+인라인스케이트장1면+족구장4면+농구장1면+트랙,파주시청홈페이지,,경기도 파주시 중앙로160,경기도 파주시 금릉동 186-5,경기도 파주시청,체육과,031-940-5241,http://www.paju.go.kr/,37.75612433,126.786478,2023-05-02,4060000,경기도 파주시
금촌체육공원 축구장,금촌체육공원,기타,둘째 주 월,07:00,22:00,07:00,22:00,Y,3,평일(주간):60000원+평일(야간):80000원+토공휴일(주간):75000원+토공휴일(야,0,0,300,27939,인조잔디구장1면+테니스장8면+농구장1면+족구장1면,파주시청홈페이지,,경기도 파주시 평화로 120,경기도 파주시 금촌동 438-2,경기도 파주시청,체육과,031-940-5241,http://www.paju.go.kr/,37.7680499,126.7682843,2023-05-02,4060000,경기도 파주시
창소3리(마을회관)야외운동기구,창소3리(마을회관),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 예산읍 창소리 287-9,예산읍행정복지센터,총무팀,041-339-8981,,36.7303277,126.8406832,2023-03-16,4610000,충청남도 예산군
문산체육공원 축구장,문산체육공원,기타,둘째 주 월,07:00,22:00,07:00,22:00,Y,3,평일(주간):60000원+평일(야간):80000원+토공휴일(주간):75000원+토공휴일(야,0,0,300,23820,인조잔디구장1면,파주시청홈페이지,,경기도 파주시 문산읍 율곡로 408,경기도 파주시 문산읍 임진리 29-9,경기도 파주시청,체육과,031-940-5241,http://www.paju.go.kr/,37.88406054,126.793643,2023-05-02,4060000,경기도 파주시
탄현체육공원 축구장,탄현체육공원,기타,둘째 주 월,07:00,22:00,07:00,22:00,Y,3,평일(주간):60000원+평일(야간):80000원+토공휴일(주간):75000원+토공휴일(야,0,0,300,22070,인조잔디구장1면+정구장4면,파주시청홈페이지,,경기도 파주시 탄현면 방촌로 1213-52,경기도 파주시 문산읍 내포리 산 140-1,경기도 파주시청,체육과,031-940-5241,http://www.paju.go.kr/,37.84142746,126.7441946,2023-05-02,4060000,경기도 파주시
월롱체육공원 축구장,월롱체육공원,기타,둘째 주 월,07:00,22:00,07:00,22:00,Y,3,평일(주간):60000원+평일(야간):80000원+토공휴일(주간):75000원+토공휴일(야,0,0,300,17245,인조잔디구장1면+테니스장3면,파주시청홈페이지,,경기도 파주시 월롱면 도감로172번길 147,경기도 파주시 월롱면 위전리 58-38,경기도 파주시청,체육과,031-940-5241,http://www.paju.go.kr/,37.7871999960,126.8004124,2023-05-02,4060000,경기도 파주시
향양리체육공원 축구장,향양리체육공원,기타,둘째 주 월,07:00,22:00,07:00,22:00,Y,3,평일(주간):60000원+평일(야간):80000원+토공휴일(주간):75000원+토공휴일(야,0,0,300,30677,인조잔디구장1면+농구장1면,파주시청홈페이지,,경기도 파주시 파주읍 돈유1로 13,경기도 파주시 문산읍 선유리 1390,경기도 파주시청,체육과,031-940-5241,http://www.paju.go.kr/,37.85646514,126.8033329,2023-05-02,4060000,경기도 파주시
연풍리체육공원 축구장,연풍리체육공원,풋살경기장,둘째 주 월,07:00,22:00,07:00,22:00,Y,3,평일(주간):30000원+평일(야간):45000원+토공휴일(주간):45000원+토공휴일(야,0,0,50,7695,풋살구장1면+족구장1면+테니스장3면,파주시청홈페이지,,경기도 파주시 파주읍 술이홀로 548-3,경기도 파주시 파주읍 연풍리 10-13,경기도 파주시청,체육과,031-940-5241,http://www.paju.go.kr/,37.82942905,126.8479114,2023-05-02,4060000,경기도 파주시
광탄체육공원 축구장,광탄체육공원,기타,둘째 주 월,07:00,22:00,07:00,22:00,Y,3,평일(주간):60000원+평일(야간):80000원+토공휴일(주간):75000원+토공휴일(야,0,0,300,12400,인조잔디구장1면+배드민턴2면,파주시청홈페이지,,경기도 파주시 광탄면 부흥로 26,경기도 파주시 광탄면 창만리 566-51,경기도 파주시청,체육과,031-940-5241,http://www.paju.go.kr/,37.80757268,126.852101,2023-05-02,4060000,경기도 파주시
파평체육공원 축구장,파평체육공원,기타,둘째 주 월,07:00,22:00,07:00,22:00,Y,3,평일(주간):60000원+평일(야간):80000원+토공휴일(주간):75000원+토공휴일(야,0,0,300,14228,인조잔디구장1면,파주시청홈페이지,,경기도 파주시 파평면 청송로484번길 16-50,경기도 파주시 파평면 눌노리 산8,경기도 파주시청,체육과,031-940-5241,http://www.paju.go.kr/,37.93181818,126.8673518,2023-05-02,4060000,경기도 파주시
적성체육공원 축구장,적성체육공원,기타,둘째 주 월,07:00,22:00,07:00,22:00,Y,3,평일(주간):60000원+평일(야간):80000원+토공휴일(주간):75000원+토공휴일(야,0,0,300,20700,인조잔디구장1면+농구장1면+테니스장4면+게이트볼장2면,파주시청홈페이지,,경기도 파주시 적성면 칠중3길 84,경기도 파주시 적성면 마지리 33-1,경기도 파주시청,체육과,031-940-5241,http://www.paju.go.kr/,37.95200913,126.9230171,2023-05-02,4060000,경기도 파주시
장안남산체육공원 족구장,장안남산체육공원,족구장,N,09:00,22:00,09:00,18:00,N,,,,,,1000,,,,,경기도 화성시 장안면 사랑리 689,화성도시공사,,,,37.0782175149,126.8347110128,2022-11-15,5530000,경기도 화성시
장안2첨단산업단지 공원(2호) 족구장,장안2첨단산업단지 공원(2호),족구장,N,09:00,22:00,09:00,18:00,N,,,,,,7117,,,,,경기도 화성시 장안면 수촌리 1470-1,화성도시공사,,,,37.1047294422,126.8488241649,2022-11-15,5530000,경기도 화성시
용수교 둔치 족구장,용수교 둔치,족구장,N,09:00,22:00,09:00,18:00,N,,,,,,414,,,,,경기도 화성시 정남면 발산리 15,화성도시공사,,,,37.1685779811,126.9946367406,2022-11-15,5530000,경기도 화성시
예당 임시체육시설 족구장,예당 임시체육시설,족구장,N,09:00,22:00,09:00,18:00,N,,,,,,1240,,,,,경기도 화성시 석우동 58,경기도 화성시 동탄1동,,,,37.2064256382,127.0772057585,2022-11-15,5530000,경기도 화성시
영천교 하부 족구장,영천교 하부,족구장,N,09:00,22:00,09:00,18:00,N,,,,,,2180,,,,,경기도 화성시 영천동 333-8,화성도시공사,,,,37.2160885418,127.0894382554,2022-11-15,5530000,경기도 화성시
알음공원 족구장,알음공원,족구장,N,09:00,22:00,09:00,18:00,N,,,,,,2820,,,,,경기도 화성시 장안면 독정리 276-40,화성도시공사,,,,37.2134938,126.8280014,2022-11-15,5530000,경기도 화성시
수촌소공원 족구장,수촌소공원,족구장,N,09:00,22:00,09:00,18:00,N,,,,,,505,,,,,경기도 화성시 장안면 수촌리 1018-7,화성도시공사,,,,37.0964637154,126.8481179370,2022-11-15,5530000,경기도 화성시
송산체육시설 족구장,송산체육시설,족구장,N,09:00,22:00,09:00,18:00,N,,,,,,8800,,,,,경기도 화성시 송산면 삼존리 124,화성도시공사,,,,37.2371566,126.953319,2022-11-15,5530000,경기도 화성시
솔빛공원 족구장,솔빛공원,족구장,N,09:00,22:00,09:00,18:00,N,,,,,,668,,,,,경기도 화성시 반송동 138,화성도시공사,,,,37.1962404102,127.0712103951,2022-11-15,5530000,경기도 화성시
손바닥공원 족구장,손바닥공원,족구장,N,09:00,22:00,09:00,18:00,N,,,,,,8800,,,,,경기도 화성시 능동 1118,화성도시공사,,,,37.2096673964,127.0571265058,2022-11-15,5530000,경기도 화성시
서신생활체육시설 족구장,서신생활체육시설,족구장,N,09:00,22:00,09:00,18:00,N,,,,,,445,,,,,경기도 화성시 서신면 매화리 276-3,경기도 화성시 서신면,,,,37.2010519,127.0216478,2022-11-15,5530000,경기도 화성시
사강리 동네체육시설 족구장,사강리 동네체육시설,족구장,N,09:00,22:00,09:00,18:00,N,,,,,,4590,,,,,"경기도 화성시 송산면 사강리 365-25, 357-4",경기도 화성시 송산면,,,,37.2159142836,126.7234894890,2022-11-15,5530000,경기도 화성시
장탄2리 마을회관,장탄2리 마을회관,기타,연중무휴,10:00,18:00,10:00,18:00,N,,,,,7,167,,방문+전화,,경기도 연천군 청산면 전영로215번길 234,경기도 연천군 청산면 장탄리 454-1,경기도 연천군청,,031-839-2664,,38.04152009,127.093647,2023-02-24,4140000,경기도 연천군
궁평1리 마을회관,궁평1리 마을회관,기타,연중무휴,10:00,18:00,10:00,18:00,N,,,,,15,230,,방문+전화,,경기도 연천군 청산면 궁평로 43,경기도 연천군 청산면 궁평리 443-5,경기도 연천군청,,031-839-2664,,38.02698285,127.1078681,2023-02-24,4140000,경기도 연천군
궁평1리 경로당,궁평1리 경로당,기타,연중무휴,10:00,18:00,10:00,18:00,N,,,,,6,135,,방문+전화,,경기도 연천군 청산면 궁평천길 38,경기도 연천군 청산면 궁평리 762,경기도 연천군청,,031-839-2664,,38.02949498,127.1098173,2023-02-24,4140000,경기도 연천군
궁평2리 마을회관,궁평2리 마을회관,기타,연중무휴,10:00,18:00,10:00,18:00,N,,,,,15,298,,방문+전화,,경기도 연천군 청산면 아우라지길 16-1,경기도 연천군 청산면 궁평리 55-1,경기도 연천군청,,031-839-2664,,38.03257972,127.1097537,2023-02-24,4140000,경기도 연천군
백의1리 마을회관,백의1리 마을회관,기타,연중무휴,10:00,18:00,10:00,18:00,N,,,,,8,197,,방문+전화,,경기도 연천군 청산면 청창로569번길 62,경기도 연천군 청산면 백의리 538-3,경기도 연천군청,,031-839-2664,,38.02448338,127.1199894,2023-02-24,4140000,경기도 연천군
백의2리 마을회관,백의2리 마을회관,기타,연중무휴,10:00,18:00,10:00,18:00,N,,,,,10,253,,방문+전화,,경기도 연천군 청산면 백의로 22,경기도 연천군 청산면 백의리 824-26,경기도 연천군청,,031-839-2664,,38.0224984,127.1352386,2023-02-24,4140000,경기도 연천군
주교3리(마을회관)야외운동기구,주교3리(마을회관),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 예산읍 주교리 68,예산읍행정복지센터,총무팀,041-339-8981,,36.6754511,126.834377,2023-03-16,4610000,충청남도 예산군
향천리(금오산)야외운동기구,향천리(금오산),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 예산읍 향천리 56,예산읍행정복지센터,총무팀,041-339-8981,,36.68972662,126.8612991,2023-03-16,4610000,충청남도 예산군
향천리(삽티공원)야외운동기구,향천리(삽티공원),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 예산읍 향천리 산67-1,예산읍행정복지센터,총무팀,041-339-8981,,36.679225,126.858473,2023-03-16,4610000,충청남도 예산군
향천리(옻샘약수터)야외운동기구,향천리(옻샘약수터),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 예산읍 향천리 산75,예산읍행정복지센터,총무팀,041-339-8981,,36.6872023,126.8596396,2023-03-16,4610000,충청남도 예산군
거제스포츠파크 주경기장,거제스포츠파크,다목적경기장,1월1일+설날연휴+추석연휴,05:00,23:00,05:00,23:00,Y,3,120000,1,36000,5000,14514,조명타워(560/300lux)+전광판+스피커(500w 5개+240w 2개),인터넷,https://www.gmdc.co.kr/_geojesp/_sub02/sub02_02.html,경상남도 거제시 거제면 거제남서로 3485-17,경상남도 거제시 거제면 서정리 808-8,거제해양관광개발공사,공공시설팀(스포츠파크),055-639-8130,https://www.geojesp.co.kr,34.85185549,128.5815351,2023-05-15,B552833,거제해양관광개발공사
거제스포츠파크 제1축구장,거제스포츠파크,축구장,1월1일+설날연휴+추석연휴,05:00,23:00,05:00,23:00,Y,3,120000,1,36000,500,14964,조명타워(560/300lux)+관람석312석,인터넷,https://www.gmdc.co.kr/_geojesp/_sub02/sub02_03.html,경상남도 거제시 거제면 거제남서로 3485-17,경상남도 거제시 거제면 서정리 808-8,거제해양관광개발공사,공공시설팀(스포츠파크),055-639-8130,https://www.geojesp.co.kr,34.85185549,128.5815351,2023-05-15,B552833,거제해양관광개발공사
거제스포츠파크 제2구장,거제스포츠파크,축구장,1월1일+설날연휴+추석연휴,05:00,23:00,05:00,23:00,Y,3,80000,1,24000,500,14964,조명타워(560/300lux)+관람석312석,인터넷,https://www.gmdc.co.kr/_geojesp/_sub02/sub02_07.html,경상남도 거제시 거제면 거제남서로 3485-17,경상남도 거제시 거제면 서정리 808-8,거제해양관광개발공사,공공시설팀(스포츠파크),055-639-8130,https://www.geojesp.co.kr,34.85185549,128.5815351,2023-05-15,B552833,거제해양관광개발공사
거제스포츠파크 테니스장,거제스포츠파크,테니스장,1월1일+설날연휴+추석연휴,05:00,23:00,05:00,23:00,Y,2,10000,1,3000,150,2376,조명타워(850lux),인터넷,https://www.gmdc.co.kr/_geojesp/_sub02/sub02_11.html,경상남도 거제시 거제면 거제남서로 3485-17,경상남도 거제시 거제면 서정리 808-8,거제해양관광개발공사,공공시설팀(스포츠파크),055-639-8130,https://www.geojesp.co.kr,34.85185549,128.5815351,2023-05-15,B552833,거제해양관광개발공사
거제스포츠파크 풋살장,거제스포츠파크,풋살경기장,1월1일+설날연휴+추석연휴,05:00,23:00,05:00,23:00,Y,2,10000,1,3000,50,1110,,인터넷,https://www.gmdc.co.kr/_geojesp/_sub02/sub02_12.html,경상남도 거제시 거제면 거제남서로 3485-17,경상남도 거제시 거제면 서정리 808-8,거제해양관광개발공사,공공시설팀(스포츠파크),055-639-8130,https://www.geojesp.co.kr,34.85185549,128.5815351,2023-05-15,B552833,거제해양관광개발공사
옥포운동장,옥포운동장,다목적경기장,1월1일+설날연휴+추석연휴,05:00,23:00,05:00,23:00,Y,3,80000,1,24000,10000,37016,음향시설+조명시설(조명탑4기),인터넷,https://www.gmdc.co.kr/_geojesp/_sub02/sub02_06.html,경상남도 거제시 국산로 187,경상남도 거제시 옥포동 1128,거제해양관광개발공사,공공시설팀(체육시설),055-639-8130,https://www.geojesp.co.kr,34.9014311,128.6944545,2023-05-15,B552833,거제해양관광개발공사
능포테니스장,능포테니스장,테니스장,1월1일+설날연휴+추석연휴,05:00,23:00,05:00,23:00,Y,2,10000,1,3000,100,1460,조명시설(조명탑6기),인터넷,https://www.gmdc.co.kr/_geojesp/_sub02/sub02_20.html,경상남도 거제시 능포로 8길 21,경상남도 거제시 능포동 472-2,거제해양관광개발공사,공공시설팀(체육시설),055-639-8130,https://www.geojesp.co.kr,34.8823304,128.7379981,2023-05-15,B552833,거제해양관광개발공사
하청스포츠타운 다목적경기장,하청스포츠타운,다목적경기장,1월1일+설날연휴+추석연휴,05:00,23:00,05:00,23:00,Y,3,100000,1,30000,1000,39876,조명시설(조명탑4기),인터넷,https://www.gmdc.co.kr/_geojesp/_sub02/sub02_24.html,경상남도 거제시 하청면 사환2길 80,경상남도 거제시 하청면 실전리 656-2,거제해양관광개발공사,공공시설팀(체육시설),055-639-8131,https://www.geojesp.co.kr,34.95814059,128.6509677,2023-05-15,B552833,거제해양관광개발공사
거제시추모의집,거제시추모의집,기타,연중무휴,09:00,18:00,09:00,18:00,Y,,300000,,,500,2986,야외공원+유택동산+주차장 106대,방문+전화,https://www.gmdc.co.kr/_chumo/_sub01/sub01_02.html,경상남도 거제시 사등면 지석로 219-38,경상남도 거제시 사등면 지석리 25,거제해양관광개발공사,공공시설팀(거제시추모의집),055-639-8350,https://www.gmdc.co.kr/_chumo/,34.8983705,128.5312787,2023-05-15,B552833,거제해양관광개발공사
